Ten-Year Age Groups,Ten-Year Age Groups Code,ICD Chapter,ICD Chapter Code,Year,Year Code,Deaths,Population,Crude Rate
15-24 years,15-24,Diseases of the genitourinary system,N00-N98,2009,2009,118,43576932,0.3
15-24 years,15-24,Diseases of the genitourinary system,N00-N98,2010,2010,96,43626342,0.2
15-24 years,15-24,Diseases of the genitourinary system,N00-N98,2011,2011,109,43797875,0.2
15-24 years,15-24,Diseases of the genitourinary system,N00-N98,2012,2012,83,43943905,0.2
15-24 years,15-24,Diseases of the genitourinary system,N00-N98,2013,2013,77,43954402,0.2
15-24 years,15-24,Diseases of the genitourinary system,N00-N98,2014,2014,97,43979821,0.2
15-24 years,15-24,Diseases of the genitourinary system,N00-N98,2015,2015,82,43848216,0.2
15-24 years,15-24,Diseases of the genitourinary system,N00-N98,2016,2016,84,43511027,0.2
15-24 years,15-24,Diseases of the genitourinary system,N00-N98,2017,2017,80,43250295,0.2
15-24 years,15-24,Diseases of the genitourinary system,N00-N98,2018,2018,85,42970800,0.2
15-24 years,15-24,Diseases of the genitourinary system,N00-N98,2019,2019,92,42687510,0.2
15-24 years,15-24,Diseases of the genitourinary system,N00-N98,2020,2020,99,42555684,0.2
15-24 years,15-24,"Pregnancy, childbirth and the puerperium",O00-O99,1999,1999,97,38676031,0.3
15-24 years,15-24,"Pregnancy, childbirth and the puerperium",O00-O99,2000,2000,95,39183891,0.2
15-24 years,15-24,"Pregnancy, childbirth and the puerperium",O00-O99,2001,2001,110,40213570,0.3
15-24 years,15-24,"Pregnancy, childbirth and the puerperium",O00-O99,2002,2002,89,40854135,0.2
15-24 years,15-24,"Pregnancy, childbirth and the puerperium",O00-O99,2003,2003,116,41388854,0.3
15-24 years,15-24,"Pregnancy, childbirth and the puerperium",O00-O99,2004,2004,168,41948112,0.4
15-24 years,15-24,"Pregnancy, childbirth and the puerperium",O00-O99,2005,2005,183,42446169,0.4
15-24 years,15-24,"Pregnancy, childbirth and the puerperium",O00-O99,2006,2006,179,42843844,0.4
15-24 years,15-24,"Pregnancy, childbirth and the puerperium",O00-O99,2007,2007,160,43145815,0.4
15-24 years,15-24,"Pregnancy, childbirth and the puerperium",O00-O99,2008,2008,169,43391492,0.4
15-24 years,15-24,"Pregnancy, childbirth and the puerperium",O00-O99,2009,2009,227,43576932,0.5
15-24 years,15-24,"Pregnancy, childbirth and the puerperium",O00-O99,2010,2010,163,43626342,0.4
15-24 years,15-24,"Pregnancy, childbirth and the puerperium",O00-O99,2011,2011,172,43797875,0.4
15-24 years,15-24,"Pregnancy, childbirth and the puerperium",O00-O99,2012,2012,169,43943905,0.4
15-24 years,15-24,"Pregnancy, childbirth and the puerperium",O00-O99,2013,2013,178,43954402,0.4
15-24 years,15-24,"Pregnancy, childbirth and the puerperium",O00-O99,2014,2014,163,43979821,0.4
15-24 years,15-24,"Pregnancy, childbirth and the puerperium",O00-O99,2015,2015,161,43848216,0.4
15-24 years,15-24,"Pregnancy, childbirth and the puerperium",O00-O99,2016,2016,184,43511027,0.4
15-24 years,15-24,"Pregnancy, childbirth and the puerperium",O00-O99,2017,2017,168,43250295,0.4
15-24 years,15-24,"Pregnancy, childbirth and the puerperium",O00-O99,2018,2018,151,42970800,0.4
15-24 years,15-24,"Pregnancy, childbirth and the puerperium",O00-O99,2019,2019,150,42687510,0.4
15-24 years,15-24,"Pregnancy, childbirth and the puerperium",O00-O99,2020,2020,191,42555684,0.4
15-24 years,15-24,Certain conditions originating in the perinatal period,P00-P96,1999,1999,16,38676031,Unreliable
15-24 years,15-24,Certain conditions originating in the perinatal period,P00-P96,2000,2000,15,39183891,Unreliable
15-24 years,15-24,Certain conditions originating in the perinatal period,P00-P96,2001,2001,17,40213570,Unreliable
15-24 years,15-24,Certain conditions originating in the perinatal period,P00-P96,2002,2002,21,40854135,0.1
15-24 years,15-24,Certain conditions originating in the perinatal period,P00-P96,2003,2003,16,41388854,Unreliable
15-24 years,15-24,Certain conditions originating in the perinatal period,P00-P96,2004,2004,11,41948112,Unreliable
15-24 years,15-24,Certain conditions originating in the perinatal period,P00-P96,2005,2005,18,42446169,Unreliable
15-24 years,15-24,Certain conditions originating in the perinatal period,P00-P96,2006,2006,14,42843844,Unreliable
15-24 years,15-24,Certain conditions originating in the perinatal period,P00-P96,2007,2007,17,43145815,Unreliable
15-24 years,15-24,Certain conditions originating in the perinatal period,P00-P96,2008,2008,20,43391492,0
15-24 years,15-24,Certain conditions originating in the perinatal period,P00-P96,2009,2009,18,43576932,Unreliable
15-24 years,15-24,Certain conditions originating in the perinatal period,P00-P96,2010,2010,13,43626342,Unreliable
15-24 years,15-24,Certain conditions originating in the perinatal period,P00-P96,2011,2011,13,43797875,Unreliable
15-24 years,15-24,Certain conditions originating in the perinatal period,P00-P96,2012,2012,14,43943905,Unreliable
15-24 years,15-24,Certain conditions originating in the perinatal period,P00-P96,2013,2013,23,43954402,0.1
15-24 years,15-24,Certain conditions originating in the perinatal period,P00-P96,2014,2014,14,43979821,Unreliable
15-24 years,15-24,Certain conditions originating in the perinatal period,P00-P96,2015,2015,11,43848216,Unreliable
15-24 years,15-24,Certain conditions originating in the perinatal period,P00-P96,2016,2016,13,43511027,Unreliable
15-24 years,15-24,Certain conditions originating in the perinatal period,P00-P96,2017,2017,18,43250295,Unreliable
15-24 years,15-24,Certain conditions originating in the perinatal period,P00-P96,2019,2019,12,42687510,Unreliable
15-24 years,15-24,Certain conditions originating in the perinatal period,P00-P96,2020,2020,11,42555684,Unreliable
15-24 years,15-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,1999,1999,434,38676031,1.1
15-24 years,15-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2000,2000,441,39183891,1.1
15-24 years,15-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2001,2001,505,40213570,1.3
15-24 years,15-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2002,2002,492,40854135,1.2
15-24 years,15-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2003,2003,451,41388854,1.1
15-24 years,15-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2004,2004,483,41948112,1.2
15-24 years,15-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2005,2005,504,42446169,1.2
15-24 years,15-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2006,2006,460,42843844,1.1
15-24 years,15-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2007,2007,402,43145815,0.9
15-24 years,15-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2008,2008,467,43391492,1.1
15-24 years,15-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2009,2009,457,43576932,1
15-24 years,15-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2010,2010,412,43626342,0.9
15-24 years,15-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2011,2011,432,43797875,1
15-24 years,15-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2012,2012,423,43943905,1
15-24 years,15-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2013,2013,362,43954402,0.8
15-24 years,15-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2014,2014,377,43979821,0.9
15-24 years,15-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2015,2015,386,43848216,0.9
15-24 years,15-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2016,2016,388,43511027,0.9
15-24 years,15-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2017,2017,355,43250295,0.8
15-24 years,15-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2018,2018,354,42970800,0.8
15-24 years,15-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2019,2019,390,42687510,0.9
15-24 years,15-24,"Congenital malformations, deformations and chromosomal abnormalities",Q00-Q99,2020,2020,384,42555684,0.9
15-24 years,15-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,1999,1999,609,38676031,1.6
15-24 years,15-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2000,2000,868,39183891,2.2
15-24 years,15-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2001,2001,949,40213570,2.4
15-24 years,15-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2002,2002,740,40854135,1.8
15-24 years,15-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2003,2003,837,41388854,2
15-24 years,15-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2004,2004,658,41948112,1.6
15-24 years,15-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2005,2005,775,42446169,1.8
15-24 years,15-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2006,2006,659,42843844,1.5
15-24 years,15-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2007,2007,575,43145815,1.3
15-24 years,15-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2008,2008,670,43391492,1.5
15-24 years,15-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2009,2009,755,43576932,1.7
15-24 years,15-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2010,2010,510,43626342,1.2
15-24 years,15-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2011,2011,525,43797875,1.2
15-24 years,15-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2012,2012,544,43943905,1.2
15-24 years,15-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2013,2013,599,43954402,1.4
15-24 years,15-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2014,2014,514,43979821,1.2
15-24 years,15-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2015,2015,552,43848216,1.3
15-24 years,15-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2016,2016,611,43511027,1.4
15-24 years,15-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2017,2017,501,43250295,1.2
15-24 years,15-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2018,2018,499,42970800,1.2
15-24 years,15-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2019,2019,502,42687510,1.2
15-24 years,15-24,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",R00-R99,2020,2020,609,42555684,1.4
15-24 years,15-24,Codes for special purposes,U00-U99,2001,2001,116,40213570,0.3
15-24 years,15-24,Codes for special purposes,U00-U99,2019,2019,10,42687510,Unreliable
15-24 years,15-24,Codes for special purposes,U00-U99,2020,2020,505,42555684,1.2
15-24 years,15-24,External causes of morbidity and mortality,V01-Y89,1999,1999,23088,38676031,59.7
15-24 years,15-24,External causes of morbidity and mortality,V01-Y89,2000,2000,23521,39183891,60
15-24 years,15-24,External causes of morbidity and mortality,V01-Y89,2001,2001,24107,40213570,59.9
15-24 years,15-24,External causes of morbidity and mortality,V01-Y89,2002,2002,25254,40854135,61.8
15-24 years,15-24,External causes of morbidity and mortality,V01-Y89,2003,2003,25329,41388854,61.2
15-24 years,15-24,External causes of morbidity and mortality,V01-Y89,2004,2004,25483,41948112,60.7
15-24 years,15-24,External causes of morbidity and mortality,V01-Y89,2005,2005,26030,42446169,61.3
15-24 years,15-24,External causes of morbidity and mortality,V01-Y89,2006,2006,26880,42843844,62.7
15-24 years,15-24,External causes of morbidity and mortality,V01-Y89,2007,2007,26297,43145815,60.9
15-24 years,15-24,External causes of morbidity and mortality,V01-Y89,2008,2008,24286,43391492,56
15-24 years,15-24,External causes of morbidity and mortality,V01-Y89,2009,2009,22252,43576932,51.1
15-24 years,15-24,External causes of morbidity and mortality,V01-Y89,2010,2010,22189,43626342,50.9
15-24 years,15-24,External causes of morbidity and mortality,V01-Y89,2011,2011,22291,43797875,50.9
15-24 years,15-24,External causes of morbidity and mortality,V01-Y89,2012,2012,21998,43943905,50.1
15-24 years,15-24,External causes of morbidity and mortality,V01-Y89,2013,2013,21357,43954402,48.6
15-24 years,15-24,External causes of morbidity and mortality,V01-Y89,2014,2014,21568,43979821,49
15-24 years,15-24,External causes of morbidity and mortality,V01-Y89,2015,2015,23310,43848216,53.2
15-24 years,15-24,External causes of morbidity and mortality,V01-Y89,2016,2016,25399,43511027,58.4
15-24 years,15-24,External causes of morbidity and mortality,V01-Y89,2017,2017,25258,43250295,58.4
15-24 years,15-24,External causes of morbidity and mortality,V01-Y89,2018,2018,23443,42970800,54.6
15-24 years,15-24,External causes of morbidity and mortality,V01-Y89,2019,2019,23098,42687510,54.1
15-24 years,15-24,External causes of morbidity and mortality,V01-Y89,2020,2020,28274,42555684,66.4
25-34 years,25-34,Certain infectious and parasitic diseases,A00-B99,1999,1999,3385,40178406,8.4
25-34 years,25-34,Certain infectious and parasitic diseases,A00-B99,2000,2000,2977,39891724,7.5
25-34 years,25-34,Certain infectious and parasitic diseases,A00-B99,2001,2001,2645,39471522,6.7
25-34 years,25-34,Certain infectious and parasitic diseases,A00-B99,2002,2002,2456,39349646,6.2
25-34 years,25-34,Certain infectious and parasitic diseases,A00-B99,2003,2003,2140,39243795,5.5
25-34 years,25-34,Certain infectious and parasitic diseases,A00-B99,2004,2004,2047,39266556,5.2
25-34 years,25-34,Certain infectious and parasitic diseases,A00-B99,2005,2005,1868,39258647,4.8
25-34 years,25-34,Certain infectious and parasitic diseases,A00-B99,2006,2006,1705,39395179,4.3
25-34 years,25-34,Certain infectious and parasitic diseases,A00-B99,2007,2007,1634,39713463,4.1
25-34 years,25-34,Certain infectious and parasitic diseases,A00-B99,2008,2008,1535,40207473,3.8
25-34 years,25-34,Certain infectious and parasitic diseases,A00-B99,2009,2009,1482,40723342,3.6
25-34 years,25-34,Certain infectious and parasitic diseases,A00-B99,2010,2010,1270,41063948,3.1
25-34 years,25-34,Certain infectious and parasitic diseases,A00-B99,2011,2011,1262,41790498,3
25-34 years,25-34,Certain infectious and parasitic diseases,A00-B99,2012,2012,1207,42309321,2.9
25-34 years,25-34,Certain infectious and parasitic diseases,A00-B99,2013,2013,1185,42844587,2.8
25-34 years,25-34,Certain infectious and parasitic diseases,A00-B99,2014,2014,1173,43516504,2.7
25-34 years,25-34,Certain infectious and parasitic diseases,A00-B99,2015,2015,1123,44137202,2.5
25-34 years,25-34,Certain infectious and parasitic diseases,A00-B99,2016,2016,1185,44677243,2.7
25-34 years,25-34,Certain infectious and parasitic diseases,A00-B99,2017,2017,1145,45342672,2.5
25-34 years,25-34,Certain infectious and parasitic diseases,A00-B99,2018,2018,1134,45697774,2.5
25-34 years,25-34,Certain infectious and parasitic diseases,A00-B99,2019,2019,1137,45940321,2.5
25-34 years,25-34,Certain infectious and parasitic diseases,A00-B99,2020,2020,1158,46069646,2.5
25-34 years,25-34,Neoplasms,C00-D48,1999,1999,4176,40178406,10.4
25-34 years,25-34,Neoplasms,C00-D48,2000,2000,4081,39891724,10.2
25-34 years,25-34,Neoplasms,C00-D48,2001,2001,4145,39471522,10.5
25-34 years,25-34,Neoplasms,C00-D48,2002,2002,4035,39349646,10.3
25-34 years,25-34,Neoplasms,C00-D48,2003,2003,3919,39243795,10
25-34 years,25-34,Neoplasms,C00-D48,2004,2004,3806,39266556,9.7
25-34 years,25-34,Neoplasms,C00-D48,2005,2005,3763,39258647,9.6
